date,store,item,sales
4/23/13,10,46,48
4/24/13,10,46,48
4/25/13,10,46,49
4/26/13,10,46,46
4/27/13,10,46,43
4/28/13,10,46,60
4/29/13,10,46,33
4/30/13,10,46,30
5/1/13,10,46,47
5/2/13,10,46,64
5/3/13,10,46,46
5/4/13,10,46,66
5/5/13,10,46,47
5/6/13,10,46,36
5/7/13,10,46,53
5/8/13,10,46,44
5/9/13,10,46,33
5/10/13,10,46,47
5/11/13,10,46,54
5/12/13,10,46,57
5/13/13,10,46,41
5/14/13,10,46,39
5/15/13,10,46,59
5/16/13,10,46,47
5/17/13,10,46,44
5/18/13,10,46,58
5/19/13,10,46,72
5/20/13,10,46,46
5/21/13,10,46,61
5/22/13,10,46,57
5/23/13,10,46,49
5/24/13,10,46,54
5/25/13,10,46,59
5/26/13,10,46,59
5/27/13,10,46,40
5/28/13,10,46,38
5/29/13,10,46,45
5/30/13,10,46,44
5/31/13,10,46,58
6/1/13,10,46,52
6/2/13,10,46,54
6/3/13,10,46,33
6/4/13,10,46,49
6/5/13,10,46,40
6/6/13,10,46,62
6/7/13,10,46,51
6/8/13,10,46,59
6/9/13,10,46,68
6/10/13,10,46,40
6/11/13,10,46,48
6/12/13,10,46,64
6/13/13,10,46,56
6/14/13,10,46,47
6/15/13,10,46,62
6/16/13,10,46,74
6/17/13,10,46,37
6/18/13,10,46,57
6/19/13,10,46,48
6/20/13,10,46,47
6/21/13,10,46,63
6/22/13,10,46,59
6/23/13,10,46,58
6/24/13,10,46,41
6/25/13,10,46,46
6/26/13,10,46,61
6/27/13,10,46,56
6/28/13,10,46,32
6/29/13,10,46,59
6/30/13,10,46,79
7/1/13,10,46,37
7/2/13,10,46,47
7/3/13,10,46,54
7/4/13,10,46,49
7/5/13,10,46,65
7/6/13,10,46,54
7/7/13,10,46,64
7/8/13,10,46,45
7/9/13,10,46,57
7/10/13,10,46,45
7/11/13,10,46,61
7/12/13,10,46,51
7/13/13,10,46,70
7/14/13,10,46,67
7/15/13,10,46,44
7/16/13,10,46,56
7/17/13,10,46,53
7/18/13,10,46,58
7/19/13,10,46,71
7/20/13,10,46,89
7/21/13,10,46,63
7/22/13,10,46,38
7/23/13,10,46,54
7/24/13,10,46,44
7/25/13,10,46,50
7/26/13,10,46,73
7/27/13,10,46,57
7/28/13,10,46,75
7/29/13,10,46,44
7/30/13,10,46,53
7/31/13,10,46,56
8/1/13,10,46,42
8/2/13,10,46,50
8/3/13,10,46,45
8/4/13,10,46,55
8/5/13,10,46,50
8/6/13,10,46,45
8/7/13,10,46,45
8/8/13,10,46,44
8/9/13,10,46,58
8/10/13,10,46,59
8/11/13,10,46,49
8/12/13,10,46,49
8/13/13,10,46,39
8/14/13,10,46,38
8/15/13,10,46,56
8/16/13,10,46,53
8/17/13,10,46,51
8/18/13,10,46,52
8/19/13,10,46,41
8/20/13,10,46,50
8/21/13,10,46,47
8/22/13,10,46,44
8/23/13,10,46,59
8/24/13,10,46,61
8/25/13,10,46,63
8/26/13,10,46,43
8/27/13,10,46,34
8/28/13,10,46,48
8/29/13,10,46,62
8/30/13,10,46,36
8/31/13,10,46,55
9/1/13,10,46,58
9/2/13,10,46,32
9/3/13,10,46,37
9/4/13,10,46,39
9/5/13,10,46,56
9/6/13,10,46,49
9/7/13,10,46,57
9/8/13,10,46,59
9/9/13,10,46,33
9/10/13,10,46,40
9/11/13,10,46,50
9/12/13,10,46,54
9/13/13,10,46,48
9/14/13,10,46,56
9/15/13,10,46,71
9/16/13,10,46,37
9/17/13,10,46,35
9/18/13,10,46,59
9/19/13,10,46,45
9/20/13,10,46,49
9/21/13,10,46,55
9/22/13,10,46,36
9/23/13,10,46,31
9/24/13,10,46,47
9/25/13,10,46,57
9/26/13,10,46,44
9/27/13,10,46,51
9/28/13,10,46,48
9/29/13,10,46,56
9/30/13,10,46,37
10/1/13,10,46,43
10/2/13,10,46,47
10/3/13,10,46,34
10/4/13,10,46,36
10/5/13,10,46,49
10/6/13,10,46,47
10/7/13,10,46,29
10/8/13,10,46,31
10/9/13,10,46,43
10/10/13,10,46,24
10/11/13,10,46,39
10/12/13,10,46,49
10/13/13,10,46,50
10/14/13,10,46,31
10/15/13,10,46,50
10/16/13,10,46,42
10/17/13,10,46,30
10/18/13,10,46,52
10/19/13,10,46,32
10/20/13,10,46,48
10/21/13,10,46,21
10/22/13,10,46,40
10/23/13,10,46,40
10/24/13,10,46,46
10/25/13,10,46,46
10/26/13,10,46,48
10/27/13,10,46,54
10/28/13,10,46,40
10/29/13,10,46,46
10/30/13,10,46,39
10/31/13,10,46,54
11/1/13,10,46,39
11/2/13,10,46,48
11/3/13,10,46,57
11/4/13,10,46,54
11/5/13,10,46,50
11/6/13,10,46,53
11/7/13,10,46,50
11/8/13,10,46,43
11/9/13,10,46,49
11/10/13,10,46,61
11/11/13,10,46,42
11/12/13,10,46,38
11/13/13,10,46,36
11/14/13,10,46,43
11/15/13,10,46,66
11/16/13,10,46,37
11/17/13,10,46,64
11/18/13,10,46,38
11/19/13,10,46,41
11/20/13,10,46,42
11/21/13,10,46,41
11/22/13,10,46,56
11/23/13,10,46,38
11/24/13,10,46,50
11/25/13,10,46,30
11/26/13,10,46,41
11/27/13,10,46,36
11/28/13,10,46,37
11/29/13,10,46,59
11/30/13,10,46,50
12/1/13,10,46,35
12/2/13,10,46,32
12/3/13,10,46,26
12/4/13,10,46,37
12/5/13,10,46,28
12/6/13,10,46,33
12/7/13,10,46,35
12/8/13,10,46,43
12/9/13,10,46,22
12/10/13,10,46,29
12/11/13,10,46,24
12/12/13,10,46,28
12/13/13,10,46,31
12/14/13,10,46,38
12/15/13,10,46,39
12/16/13,10,46,28
12/17/13,10,46,26
12/18/13,10,46,28
12/19/13,10,46,24
12/20/13,10,46,38
12/21/13,10,46,43
12/22/13,10,46,42
12/23/13,10,46,30
12/24/13,10,46,33
12/25/13,10,46,26
12/26/13,10,46,40
12/27/13,10,46,24
12/28/13,10,46,49
12/29/13,10,46,39
12/30/13,10,46,24
12/31/13,10,46,30
1/1/14,10,46,47
1/2/14,10,46,43
1/3/14,10,46,45
1/4/14,10,46,40
1/5/14,10,46,38
1/6/14,10,46,24
1/7/14,10,46,42
1/8/14,10,46,28
1/9/14,10,46,36
1/10/14,10,46,29
1/11/14,10,46,46
1/12/14,10,46,40
1/13/14,10,46,24
1/14/14,10,46,27
1/15/14,10,46,25
1/16/14,10,46,36
1/17/14,10,46,36
1/18/14,10,46,33
1/19/14,10,46,57
1/20/14,10,46,25
1/21/14,10,46,21
1/22/14,10,46,28
1/23/14,10,46,24
1/24/14,10,46,44
1/25/14,10,46,53
1/26/14,10,46,53
1/27/14,10,46,26
1/28/14,10,46,40
1/29/14,10,46,25
1/30/14,10,46,39
1/31/14,10,46,50
2/1/14,10,46,37
2/2/14,10,46,42
2/3/14,10,46,33
2/4/14,10,46,38
2/5/14,10,46,34
2/6/14,10,46,36
2/7/14,10,46,33
2/8/14,10,46,51
2/9/14,10,46,42
2/10/14,10,46,36
2/11/14,10,46,27
2/12/14,10,46,39
2/13/14,10,46,39
2/14/14,10,46,52
2/15/14,10,46,39
2/16/14,10,46,49
2/17/14,10,46,34
2/18/14,10,46,24
2/19/14,10,46,39
2/20/14,10,46,43
2/21/14,10,46,52
2/22/14,10,46,34
2/23/14,10,46,52
2/24/14,10,46,33
2/25/14,10,46,33
2/26/14,10,46,44
2/27/14,10,46,52
2/28/14,10,46,37
3/1/14,10,46,34
3/2/14,10,46,58
3/3/14,10,46,37
3/4/14,10,46,43
3/5/14,10,46,41
3/6/14,10,46,40
3/7/14,10,46,52
3/8/14,10,46,54
3/9/14,10,46,55
3/10/14,10,46,36
3/11/14,10,46,36
3/12/14,10,46,38
3/13/14,10,46,39
3/14/14,10,46,60
3/15/14,10,46,49
3/16/14,10,46,52
3/17/14,10,46,35
3/18/14,10,46,37
3/19/14,10,46,40
3/20/14,10,46,50
3/21/14,10,46,52
3/22/14,10,46,55
3/23/14,10,46,48
3/24/14,10,46,44
3/25/14,10,46,44
3/26/14,10,46,49
3/27/14,10,46,42
3/28/14,10,46,52
3/29/14,10,46,38
3/30/14,10,46,48
3/31/14,10,46,32
4/1/14,10,46,51
4/2/14,10,46,56
4/3/14,10,46,57
4/4/14,10,46,59
4/5/14,10,46,64
4/6/14,10,46,70
4/7/14,10,46,44
4/8/14,10,46,43
4/9/14,10,46,45
4/10/14,10,46,40
4/11/14,10,46,68
4/12/14,10,46,46
4/13/14,10,46,69
4/14/14,10,46,51
4/15/14,10,46,53
4/16/14,10,46,46
4/17/14,10,46,56
4/18/14,10,46,47
4/19/14,10,46,83
4/20/14,10,46,65
4/21/14,10,46,46
4/22/14,10,46,45
4/23/14,10,46,52
4/24/14,10,46,48
4/25/14,10,46,60
4/26/14,10,46,66
4/27/14,10,46,62
4/28/14,10,46,48
4/29/14,10,46,49
4/30/14,10,46,36
5/1/14,10,46,56
5/2/14,10,46,65
5/3/14,10,46,66
5/4/14,10,46,81
5/5/14,10,46,41
5/6/14,10,46,58
5/7/14,10,46,62
5/8/14,10,46,75
5/9/14,10,46,60
5/10/14,10,46,91
5/11/14,10,46,63
5/12/14,10,46,48
5/13/14,10,46,58
5/14/14,10,46,63
5/15/14,10,46,61
5/16/14,10,46,70
5/17/14,10,46,60
5/18/14,10,46,69
5/19/14,10,46,36
5/20/14,10,46,46
5/21/14,10,46,54
5/22/14,10,46,49
5/23/14,10,46,57
5/24/14,10,46,70
5/25/14,10,46,66
5/26/14,10,46,37
5/27/14,10,46,50
5/28/14,10,46,36
5/29/14,10,46,68
5/30/14,10,46,71
5/31/14,10,46,63
6/1/14,10,46,64
6/2/14,10,46,40
6/3/14,10,46,58
6/4/14,10,46,56
6/5/14,10,46,61
6/6/14,10,46,52
6/7/14,10,46,70
6/8/14,10,46,98
6/9/14,10,46,44
6/10/14,10,46,50
6/11/14,10,46,49
6/12/14,10,46,69
6/13/14,10,46,64
6/14/14,10,46,71
6/15/14,10,46,64
6/16/14,10,46,45
6/17/14,10,46,58
6/18/14,10,46,62
6/19/14,10,46,58
6/20/14,10,46,52
6/21/14,10,46,90
6/22/14,10,46,66
6/23/14,10,46,41
6/24/14,10,46,48
6/25/14,10,46,53
6/26/14,10,46,57
6/27/14,10,46,59
6/28/14,10,46,69
6/29/14,10,46,67
6/30/14,10,46,52
7/1/14,10,46,58
7/2/14,10,46,57
7/3/14,10,46,74
7/4/14,10,46,65
7/5/14,10,46,65
7/6/14,10,46,67
7/7/14,10,46,53
7/8/14,10,46,61
7/9/14,10,46,54
7/10/14,10,46,57
7/11/14,10,46,85
7/12/14,10,46,77
7/13/14,10,46,71
7/14/14,10,46,48
7/15/14,10,46,71
7/16/14,10,46,57
7/17/14,10,46,64
7/18/14,10,46,57
7/19/14,10,46,60
7/20/14,10,46,88
7/21/14,10,46,55
7/22/14,10,46,66
7/23/14,10,46,48
7/24/14,10,46,64
7/25/14,10,46,64
7/26/14,10,46,76
7/27/14,10,46,67
7/28/14,10,46,41
7/29/14,10,46,64
7/30/14,10,46,60
7/31/14,10,46,67
8/1/14,10,46,65
8/2/14,10,46,71
8/3/14,10,46,63
8/4/14,10,46,45
8/5/14,10,46,61
8/6/14,10,46,53
8/7/14,10,46,57
8/8/14,10,46,63
8/9/14,10,46,63
8/10/14,10,46,66
8/11/14,10,46,48
8/12/14,10,46,58
8/13/14,10,46,43
8/14/14,10,46,54
8/15/14,10,46,59
8/16/14,10,46,65
8/17/14,10,46,72
8/18/14,10,46,44
8/19/14,10,46,47
8/20/14,10,46,61
8/21/14,10,46,58
8/22/14,10,46,43
8/23/14,10,46,67
8/24/14,10,46,63
8/25/14,10,46,38
8/26/14,10,46,52
8/27/14,10,46,38
8/28/14,10,46,47
8/29/14,10,46,44
8/30/14,10,46,56
8/31/14,10,46,79
9/1/14,10,46,40
9/2/14,10,46,51
9/3/14,10,46,57
9/4/14,10,46,59
9/5/14,10,46,51
9/6/14,10,46,57
9/7/14,10,46,74
9/8/14,10,46,43
9/9/14,10,46,44
9/10/14,10,46,44
9/11/14,10,46,49
9/12/14,10,46,52
9/13/14,10,46,45
9/14/14,10,46,68
9/15/14,10,46,37
9/16/14,10,46,56
9/17/14,10,46,58
9/18/14,10,46,65
9/19/14,10,46,52
9/20/14,10,46,54
9/21/14,10,46,67
9/22/14,10,46,41
9/23/14,10,46,50
9/24/14,10,46,45
9/25/14,10,46,50
9/26/14,10,46,58
9/27/14,10,46,61
9/28/14,10,46,65
9/29/14,10,46,45
9/30/14,10,46,51
10/1/14,10,46,45
10/2/14,10,46,52
10/3/14,10,46,51
10/4/14,10,46,44
10/5/14,10,46,49
10/6/14,10,46,38
10/7/14,10,46,48
10/8/14,10,46,61
10/9/14,10,46,53
10/10/14,10,46,49
10/11/14,10,46,60
10/12/14,10,46,60
10/13/14,10,46,44
10/14/14,10,46,52
10/15/14,10,46,55
10/16/14,10,46,50
10/17/14,10,46,60
10/18/14,10,46,54
10/19/14,10,46,63
10/20/14,10,46,37
10/21/14,10,46,49
10/22/14,10,46,41
10/23/14,10,46,46
10/24/14,10,46,50
10/25/14,10,46,50
10/26/14,10,46,56
10/27/14,10,46,37
10/28/14,10,46,44
10/29/14,10,46,38
10/30/14,10,46,58
10/31/14,10,46,47
11/1/14,10,46,66
11/2/14,10,46,54
11/3/14,10,46,36
11/4/14,10,46,53
11/5/14,10,46,48
11/6/14,10,46,51
11/7/14,10,46,52
11/8/14,10,46,63
11/9/14,10,46,66
11/10/14,10,46,51
11/11/14,10,46,59
11/12/14,10,46,56
11/13/14,10,46,51
11/14/14,10,46,55
11/15/14,10,46,71
11/16/14,10,46,78
11/17/14,10,46,42
11/18/14,10,46,42
11/19/14,10,46,30
11/20/14,10,46,52
11/21/14,10,46,55
11/22/14,10,46,77
11/23/14,10,46,59
11/24/14,10,46,33
11/25/14,10,46,63
11/26/14,10,46,44
11/27/14,10,46,54
11/28/14,10,46,48
11/29/14,10,46,52
11/30/14,10,46,62
12/1/14,10,46,26
12/2/14,10,46,28
12/3/14,10,46,27
12/4/14,10,46,38
12/5/14,10,46,41
12/6/14,10,46,40
12/7/14,10,46,47
12/8/14,10,46,29
12/9/14,10,46,22
12/10/14,10,46,39
12/11/14,10,46,37
12/12/14,10,46,52
12/13/14,10,46,36
12/14/14,10,46,42
12/15/14,10,46,29
12/16/14,10,46,28
12/17/14,10,46,45
12/18/14,10,46,42
12/19/14,10,46,42
12/20/14,10,46,40
12/21/14,10,46,48
12/22/14,10,46,36
12/23/14,10,46,36
12/24/14,10,46,36
12/25/14,10,46,27
12/26/14,10,46,31
12/27/14,10,46,50
12/28/14,10,46,48
12/29/14,10,46,23
12/30/14,10,46,32
12/31/14,10,46,46
1/1/15,10,46,32
1/2/15,10,46,34
1/3/15,10,46,43
1/4/15,10,46,44
1/5/15,10,46,26
1/6/15,10,46,41
1/7/15,10,46,39
1/8/15,10,46,35
1/9/15,10,46,33
1/10/15,10,46,52
1/11/15,10,46,48
1/12/15,10,46,28
1/13/15,10,46,31
1/14/15,10,46,35
1/15/15,10,46,38
1/16/15,10,46,46
1/17/15,10,46,39
1/18/15,10,46,41
1/19/15,10,46,36
1/20/15,10,46,37
1/21/15,10,46,31
1/22/15,10,46,36
1/23/15,10,46,33
1/24/15,10,46,42
1/25/15,10,46,32
1/26/15,10,46,18
1/27/15,10,46,21
1/28/15,10,46,32
1/29/15,10,46,40
1/30/15,10,46,46
1/31/15,10,46,42
2/1/15,10,46,61
2/2/15,10,46,45
2/3/15,10,46,34
2/4/15,10,46,35
2/5/15,10,46,57
2/6/15,10,46,46
2/7/15,10,46,40
2/8/15,10,46,54
2/9/15,10,46,27
2/10/15,10,46,24
2/11/15,10,46,37
2/12/15,10,46,43
2/13/15,10,46,51
2/14/15,10,46,54
2/15/15,10,46,41
2/16/15,10,46,37
2/17/15,10,46,31
2/18/15,10,46,34
2/19/15,10,46,39
2/20/15,10,46,35
2/21/15,10,46,41
2/22/15,10,46,61
2/23/15,10,46,22
2/24/15,10,46,39
2/25/15,10,46,28
2/26/15,10,46,50
2/27/15,10,46,46
2/28/15,10,46,46
3/1/15,10,46,57
3/2/15,10,46,47
3/3/15,10,46,42
3/4/15,10,46,42
3/5/15,10,46,41
3/6/15,10,46,46
3/7/15,10,46,60
3/8/15,10,46,55
3/9/15,10,46,36
3/10/15,10,46,42
3/11/15,10,46,44
3/12/15,10,46,38
3/13/15,10,46,47
3/14/15,10,46,47
3/15/15,10,46,65
3/16/15,10,46,41
3/17/15,10,46,56
3/18/15,10,46,32
3/19/15,10,46,49
3/20/15,10,46,50
3/21/15,10,46,49
3/22/15,10,46,61
3/23/15,10,46,46
3/24/15,10,46,37
3/25/15,10,46,45
3/26/15,10,46,52
3/27/15,10,46,54
3/28/15,10,46,48
3/29/15,10,46,62
3/30/15,10,46,42
3/31/15,10,46,43
4/1/15,10,46,48
4/2/15,10,46,63
4/3/15,10,46,62
4/4/15,10,46,56
4/5/15,10,46,55
4/6/15,10,46,45
4/7/15,10,46,52
4/8/15,10,46,58
4/9/15,10,46,54
4/10/15,10,46,61
4/11/15,10,46,65
4/12/15,10,46,73
4/13/15,10,46,40
4/14/15,10,46,53
4/15/15,10,46,37
4/16/15,10,46,55
4/17/15,10,46,63
4/18/15,10,46,66
4/19/15,10,46,76
4/20/15,10,46,47
4/21/15,10,46,46
4/22/15,10,46,44
4/23/15,10,46,59
4/24/15,10,46,63
4/25/15,10,46,60
4/26/15,10,46,66
4/27/15,10,46,46
4/28/15,10,46,35
4/29/15,10,46,49
4/30/15,10,46,56
5/1/15,10,46,64
5/2/15,10,46,61
5/3/15,10,46,71
5/4/15,10,46,59
5/5/15,10,46,57
5/6/15,10,46,63
5/7/15,10,46,54
5/8/15,10,46,68
5/9/15,10,46,61
5/10/15,10,46,78
5/11/15,10,46,44
5/12/15,10,46,43
5/13/15,10,46,69
5/14/15,10,46,42
5/15/15,10,46,56
5/16/15,10,46,59
5/17/15,10,46,69
5/18/15,10,46,45
5/19/15,10,46,67
5/20/15,10,46,62
5/21/15,10,46,66
5/22/15,10,46,65
5/23/15,10,46,73
5/24/15,10,46,87
5/25/15,10,46,64
5/26/15,10,46,54
5/27/15,10,46,69
5/28/15,10,46,58
5/29/15,10,46,70
5/30/15,10,46,63
5/31/15,10,46,62
6/1/15,10,46,60
6/2/15,10,46,57
6/3/15,10,46,68
6/4/15,10,46,66
6/5/15,10,46,79
6/6/15,10,46,71
6/7/15,10,46,77
6/8/15,10,46,37
6/9/15,10,46,60
6/10/15,10,46,63
6/11/15,10,46,62
6/12/15,10,46,72
6/13/15,10,46,80
6/14/15,10,46,65
6/15/15,10,46,53
6/16/15,10,46,48
6/17/15,10,46,64
6/18/15,10,46,61
6/19/15,10,46,76
6/20/15,10,46,70
6/21/15,10,46,72
6/22/15,10,46,49
6/23/15,10,46,65
6/24/15,10,46,57
6/25/15,10,46,60
6/26/15,10,46,58
6/27/15,10,46,74
6/28/15,10,46,57
6/29/15,10,46,44
6/30/15,10,46,48
7/1/15,10,46,56
7/2/15,10,46,56
7/3/15,10,46,73
7/4/15,10,46,93
7/5/15,10,46,74
7/6/15,10,46,44
7/7/15,10,46,79
7/8/15,10,46,74
7/9/15,10,46,74
7/10/15,10,46,70
7/11/15,10,46,83
7/12/15,10,46,78
7/13/15,10,46,46
7/14/15,10,46,71
7/15/15,10,46,63
7/16/15,10,46,84
7/17/15,10,46,62
7/18/15,10,46,66
7/19/15,10,46,81
7/20/15,10,46,53
7/21/15,10,46,59
7/22/15,10,46,59
7/23/15,10,46,69
7/24/15,10,46,73
7/25/15,10,46,81
7/26/15,10,46,89
7/27/15,10,46,58
7/28/15,10,46,54
7/29/15,10,46,83
7/30/15,10,46,74
7/31/15,10,46,71
8/1/15,10,46,60
8/2/15,10,46,84
8/3/15,10,46,51
8/4/15,10,46,51
8/5/15,10,46,53
8/6/15,10,46,60
8/7/15,10,46,58
8/8/15,10,46,72
8/9/15,10,46,68
8/10/15,10,46,46
8/11/15,10,46,55
8/12/15,10,46,49
8/13/15,10,46,52
8/14/15,10,46,63
8/15/15,10,46,60
8/16/15,10,46,71
8/17/15,10,46,48
8/18/15,10,46,65
8/19/15,10,46,53
8/20/15,10,46,50
8/21/15,10,46,65
8/22/15,10,46,59
8/23/15,10,46,59
8/24/15,10,46,36
8/25/15,10,46,61
8/26/15,10,46,59
8/27/15,10,46,51
8/28/15,10,46,65
8/29/15,10,46,56
8/30/15,10,46,82
8/31/15,10,46,51
9/1/15,10,46,59
9/2/15,10,46,40
9/3/15,10,46,52
9/4/15,10,46,86
9/5/15,10,46,50
9/6/15,10,46,74
9/7/15,10,46,47
9/8/15,10,46,49
9/9/15,10,46,50
9/10/15,10,46,50
9/11/15,10,46,58
9/12/15,10,46,42
9/13/15,10,46,71
9/14/15,10,46,48
9/15/15,10,46,57
9/16/15,10,46,58
9/17/15,10,46,57
9/18/15,10,46,59
9/19/15,10,46,54
9/20/15,10,46,64
9/21/15,10,46,43
9/22/15,10,46,54
9/23/15,10,46,53
9/24/15,10,46,51
9/25/15,10,46,59
9/26/15,10,46,64
9/27/15,10,46,61
9/28/15,10,46,45
9/29/15,10,46,44
9/30/15,10,46,47
10/1/15,10,46,48
10/2/15,10,46,48
10/3/15,10,46,75
10/4/15,10,46,63
10/5/15,10,46,50
10/6/15,10,46,54
10/7/15,10,46,46
10/8/15,10,46,58
10/9/15,10,46,53
10/10/15,10,46,58
10/11/15,10,46,58
10/12/15,10,46,46
10/13/15,10,46,42
10/14/15,10,46,49
10/15/15,10,46,43
10/16/15,10,46,52
10/17/15,10,46,58
10/18/15,10,46,67
10/19/15,10,46,43
10/20/15,10,46,43
10/21/15,10,46,59
10/22/15,10,46,49
10/23/15,10,46,60
10/24/15,10,46,43
10/25/15,10,46,64
10/26/15,10,46,49
10/27/15,10,46,45
10/28/15,10,46,44
10/29/15,10,46,48
10/30/15,10,46,58
10/31/15,10,46,64
11/1/15,10,46,66
11/2/15,10,46,43
11/3/15,10,46,54
11/4/15,10,46,46
11/5/15,10,46,59
11/6/15,10,46,61
11/7/15,10,46,55
11/8/15,10,46,62
11/9/15,10,46,56
11/10/15,10,46,56
11/11/15,10,46,57
11/12/15,10,46,62
11/13/15,10,46,55
11/14/15,10,46,72
11/15/15,10,46,63
11/16/15,10,46,37
11/17/15,10,46,59
11/18/15,10,46,59
11/19/15,10,46,61
11/20/15,10,46,52
11/21/15,10,46,68
11/22/15,10,46,58
11/23/15,10,46,37
11/24/15,10,46,57
11/25/15,10,46,54
11/26/15,10,46,56
11/27/15,10,46,56
11/28/15,10,46,56
11/29/15,10,46,62
11/30/15,10,46,41
12/1/15,10,46,43
12/2/15,10,46,33
12/3/15,10,46,37
12/4/15,10,46,40
12/5/15,10,46,50
12/6/15,10,46,38
12/7/15,10,46,29
12/8/15,10,46,35
12/9/15,10,46,31
12/10/15,10,46,36
12/11/15,10,46,40
12/12/15,10,46,49
12/13/15,10,46,54
12/14/15,10,46,38
12/15/15,10,46,43
12/16/15,10,46,42
12/17/15,10,46,38
12/18/15,10,46,41
12/19/15,10,46,38
12/20/15,10,46,51
12/21/15,10,46,38
12/22/15,10,46,31
12/23/15,10,46,34
12/24/15,10,46,33
12/25/15,10,46,41
12/26/15,10,46,46
12/27/15,10,46,30
12/28/15,10,46,22
12/29/15,10,46,45
12/30/15,10,46,32
12/31/15,10,46,48
1/1/16,10,46,28
1/2/16,10,46,41
1/3/16,10,46,48
1/4/16,10,46,26
1/5/16,10,46,37
1/6/16,10,46,30
1/7/16,10,46,37
1/8/16,10,46,44
1/9/16,10,46,38
1/10/16,10,46,45
1/11/16,10,46,31
1/12/16,10,46,25
1/13/16,10,46,43
1/14/16,10,46,52
1/15/16,10,46,44
1/16/16,10,46,40
1/17/16,10,46,48
1/18/16,10,46,27
1/19/16,10,46,40
1/20/16,10,46,32
1/21/16,10,46,44
1/22/16,10,46,39
1/23/16,10,46,36
1/24/16,10,46,41
1/25/16,10,46,33
1/26/16,10,46,40
1/27/16,10,46,35
1/28/16,10,46,46
1/29/16,10,46,51
1/30/16,10,46,50
1/31/16,10,46,43
2/1/16,10,46,32
2/2/16,10,46,32
2/3/16,10,46,34
2/4/16,10,46,50
2/5/16,10,46,43
2/6/16,10,46,52
2/7/16,10,46,40
2/8/16,10,46,34
2/9/16,10,46,47
2/10/16,10,46,40
2/11/16,10,46,39
2/12/16,10,46,33
2/13/16,10,46,37
2/14/16,10,46,37
2/15/16,10,46,36
2/16/16,10,46,42
2/17/16,10,46,30
2/18/16,10,46,46
2/19/16,10,46,52
2/20/16,10,46,45
2/21/16,10,46,54
2/22/16,10,46,31
2/23/16,10,46,48
2/24/16,10,46,46
2/25/16,10,46,42
2/26/16,10,46,49
2/27/16,10,46,64
2/28/16,10,46,61
2/29/16,10,46,25
3/1/16,10,46,47
3/2/16,10,46,58
3/3/16,10,46,45
3/4/16,10,46,61
3/5/16,10,46,48
3/6/16,10,46,51
3/7/16,10,46,35
3/8/16,10,46,42
3/9/16,10,46,37
3/10/16,10,46,51
